node_num
48_C
19_A
84_C
12_B
87_B
7_A
94_A
76_A
28_A
2_B
88_A
83_C
9_A
38_B
62_C
32_C
30_A
100_C
17_C
42_A
43_B
22_B
62_C
79_A
104_C
104_C
114_A
103_C
20_A
12_B
10_A
75_C
73_C
34_C
68_A
2_B
1_A
71_A
96_B
11_A
106_B
20_A
58_B
84_C
45_A
83_C
5_C
82_A
33_A
60_A
68_A
5_C
79_A
37_A
52_A
88_A
39_B
64_B
95_B
50_C
98_A
24_C
76_A
79_A
38_B
104_C
10_A
39_B
34_C
77_B
35_A
41_C
48_C
99_B
49_A
11_A
47_A
47_C
16_C
35_A
24_C
104_C
112_A
86_B
74_C
56_B
47_A
106_B
35_A
65_C
76_B
90_B
1_A
90_B
9_A
64_B
102_C
82_A
4_C
88_A
111_A
33_A
87_B
90_B
87_B
88_A
52_A
32_C
45_A
48_B
55_A
79_A
98_A
20_A
16_C
35_A
96_B
37_A
86_B
112_A
47_A
19_A
76_B
114_A
71_A
37_A
98_A
4_C
16_C
65_B
98_A
103_C
82_A
76_C
59_B
65_B
24_C
7_A
29_A
51_A
59_B
34_C
20_A
65_A
100_C
16_C
65_C
73_C
66_C
107_B
33_A
99_B
22_B
20_A
100_C
52_A
9_A
90_B
66_C
70_A
24_C
37_A
76_C
65_A
80_B
48_B
33_A
49_C
90_B
111_A
60_A
58_B
49_C
92_C
55_A
104_C
28_A
42_A
77_B
76_C
92_C
56_B
1_A
43_B
75_C
87_B
48_A
65_A
113_A
47_B
4_C
100_C
99_B
65_B
47_A
65_C
98_A
46_A
11_A
47_A
11_A
100_C
62_C
94_A
50_C
76_A
99_B
37_A
53_A
24_C
22_B
31_C
103_C
65_A
71_A
47_C
31_C
77_B
99_B
49_A
94_A
75_C
51_A
76_C
106_B
29_A
79_A
76_A
71_A
92_C
29_A
49_B
48_A
34_C
49_A
50_C
82_A
62_C
74_C
53_A
65_B
1_A
103_C
28_A
63_A
16_C
35_A
22_B
75_C
33_A
66_C
106_B
95_B
65_B
94_A
22_B
65_A
69_A
102_C
43_B
53_A
48_C
34_C
88_A
19_A
70_A
49_B
52_A
49_A
80_B
47_B
52_A
66_C
80_B
85_C
64_B
107_B
41_C
76_A
64_B
82_A
19_A
49_B
73_C
48_B
76_C
50_C
106_B
113_A
17_C
48_B
28_A
48_A
50_C
4_C
113_A
48_B
4_C
48_B
49_C
30_A
49_A
75_C
107_B
92_C
87_B
69_A
69_A
28_A
48_C
9_A
48_A
1_A
48_B
30_A
64_B
62_C
43_B
73_C
11_A
49_C
76_C
76_A
19_A
29_A
47_B
103_C
64_B
66_C
92_C
6_C
69_A
73_C
30_A
71_A
46_A
53_A
74_C
94_A
47_B
6_C
49_B
77_B
47_C
47_C
49_C
80_B
48_C
47_B
63_A
77_B
48_C
76_A
48_C
113_A
30_A
64_B
113_A
48_B
43_B
49_B
65_C
109_A
29_A
66_C
63_A
74_C
63_A
64_B
63_A
76_B
53_A
48_B
47_C
64_B
76_A
107_B
69_A
6_C
76_C
48_C
48_A
74_C
9_A
76_B
76_C
6_C
109_A
48_C
80_B
49_B
48_C
66_C
48_B
76_C
49_B
65_C
65_C
76_A
109_A
64_B
76_B
107_B
76_A
109_A
49_B
6_C
76_A
66_C
65_C
85_C
76_B
49_B
76_C
66_C
85_C
109_A
76_A
85_C
76_B
76_A
65_C
65_C
76_A
85_C
76_B
48_A
76_A
66_C
48_A
65_C
76_B
48_A
48_A
48_A
49_B
76_B
