# timestamp,unresp_load
2016-07-31 12:00:00,0.018399999999999635
2016-07-31 12:05:00,0.0183799999999992
2016-07-31 12:10:00,0.01835999999999967
2016-07-31 12:15:00,0.0183700000000008
2016-07-31 12:20:00,0.0183700000000008
2016-07-31 12:25:00,0.018460000000000035
2016-07-31 12:30:00,0.018279999999999744
2016-07-31 12:35:00,0.0183700000000008
2016-07-31 12:40:00,0.01829000000000087
2016-07-31 12:45:00,0.018500000000000908
2016-07-31 12:50:00,0.01830000000000018
2016-07-31 12:55:00,0.018340000000001053
2016-07-31 13:00:00,0.018279999999999744
2016-07-31 13:05:00,0.0183400000000006
2016-07-31 13:10:00,0.01843000000000029
2016-07-31 13:15:00,0.0183100000000004
2016-07-31 13:20:00,0.01848999999999978
2016-07-31 13:25:00,0.018440000000000508
2016-07-31 13:30:00,0.018340000000000144
2016-07-31 13:35:00,0.018299999999999726
2016-07-31 13:40:00,0.018449999999998908
2016-07-31 13:45:00,0.0182599999999984
2016-07-31 13:50:00,0.01829000000000087
2016-07-31 13:55:00,0.018437000000000807
2016-07-31 14:00:00,0.01827599999999984
2016-07-31 14:05:00,0.018303000000000794
2016-07-31 14:10:00,0.01823199999999906
2016-07-31 14:15:00,0.01829300000000012
2016-07-31 14:20:00,0.018253000000000612
2016-07-31 14:25:00,0.018274999999999635
2016-07-31 14:30:00,0.01845800000000054
2016-07-31 14:35:00,0.01841500000000087
2016-07-31 14:40:00,0.018261999999999716
2016-07-31 14:45:00,0.01843499999999949
2016-07-31 14:50:00,0.018431000000000496
2016-07-31 14:55:00,0.018223999999999706
2016-07-31 15:00:00,0.018239000000000942
2016-07-31 15:05:00,0.018254000000000815
2016-07-31 15:10:00,0.01822900000000027
2016-07-31 15:15:00,0.018239000000000487
2016-07-31 15:20:00,0.018445999999999914
2016-07-31 15:25:00,0.018221999999999752
2016-07-31 15:30:00,0.018458999999999833
2016-07-31 15:35:00,0.018430999999999587
2016-07-31 15:40:00,0.018209000000000742
2016-07-31 15:45:00,0.018466999999999643
2016-07-31 15:50:00,0.018213000000000194
2016-07-31 15:55:00,0.018164999999999962
2016-07-31 16:00:00,0.018222999999999046
2016-07-31 16:05:00,0.018213000000000194
2016-07-31 16:10:00,0.018465000000001053
2016-07-31 16:15:00,0.018199999999999363
2016-07-31 16:20:00,0.01847200000000066
2016-07-31 16:25:00,0.018463999999999033
2016-07-31 16:30:00,0.018126999999999952
2016-07-31 16:35:00,0.018529999999999745
2016-07-31 16:40:00,0.018184999999999944
2016-07-31 16:45:00,0.018184999999999944
2016-07-31 16:50:00,0.018187999999999645
2016-07-31 16:55:00,0.018554000000000088
2016-07-31 17:00:00,0.018456999999999425
2016-07-31 17:05:00,0.018114000000000262
2016-07-31 17:10:00,0.018457000000000334
2016-07-31 17:15:00,0.01850799999999981
2016-07-31 17:20:00,0.018449000000000524
2016-07-31 17:25:00,0.018113000000000056
2016-07-31 17:30:00,0.018108999999999924
2016-07-31 17:35:00,0.018223999999999706
2016-07-31 17:40:00,0.018190999999999805
2016-07-31 17:45:00,0.018184999999999944
2016-07-31 17:50:00,0.01810800000000006
2016-07-31 17:55:00,0.01810699999999997
2016-07-31 18:00:00,0.01810679999999991
2016-07-31 18:05:00,0.018191199999999755
2016-07-31 18:10:00,0.01810680000000002
2016-07-31 18:15:00,0.018105999999999938
2016-07-31 18:20:00,
2016-07-31 18:25:00,
2016-07-31 18:30:00,
2016-07-31 18:35:00,
2016-07-31 18:40:00,
2016-07-31 18:45:00,
2016-07-31 18:50:00,
2016-07-31 18:55:00,
2016-07-31 19:00:00,
2016-07-31 19:05:00,
2016-07-31 19:10:00,
2016-07-31 19:15:00,
2016-07-31 19:20:00,
2016-07-31 19:25:00,
2016-07-31 19:30:00,
2016-07-31 19:35:00,
2016-07-31 19:40:00,
2016-07-31 19:45:00,
2016-07-31 19:50:00,
2016-07-31 19:55:00,
2016-07-31 20:00:00,
2016-07-31 20:05:00,
2016-07-31 20:10:00,
2016-07-31 20:15:00,
2016-07-31 20:20:00,
2016-07-31 20:25:00,
2016-07-31 20:30:00,
2016-07-31 20:35:00,
2016-07-31 20:40:00,
2016-07-31 20:45:00,
2016-07-31 20:50:00,
2016-07-31 20:55:00,
2016-07-31 21:00:00,
2016-07-31 21:05:00,
2016-07-31 21:10:00,
2016-07-31 21:15:00,
2016-07-31 21:20:00,
2016-07-31 21:25:00,
2016-07-31 21:30:00,
2016-07-31 21:35:00,
2016-07-31 21:40:00,
2016-07-31 21:45:00,
2016-07-31 21:50:00,
2016-07-31 21:55:00,
2016-07-31 22:00:00,
2016-07-31 22:05:00,
2016-07-31 22:10:00,
2016-07-31 22:15:00,
2016-07-31 22:20:00,
2016-07-31 22:25:00,
2016-07-31 22:30:00,
2016-07-31 22:35:00,
2016-07-31 22:40:00,
2016-07-31 22:45:00,
2016-07-31 22:50:00,
2016-07-31 22:55:00,
2016-07-31 23:00:00,
2016-07-31 23:05:00,
2016-07-31 23:10:00,
2016-07-31 23:15:00,
2016-07-31 23:20:00,
2016-07-31 23:25:00,
2016-07-31 23:30:00,
2016-07-31 23:35:00,
2016-07-31 23:40:00,
2016-07-31 23:45:00,
2016-07-31 23:50:00,
2016-07-31 23:55:00,
2016-08-01 00:00:00,
