# file...... Results/main_node_149.csv
# date...... Thu Aug 19 14:07:35 2021
# user...... (null)
# host...... (null)
# target.... meter 17
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_real_power, measured_reactive_power
2016-08-01 00:00:00 UTC,+2469.45,+1024.4
2016-08-01 00:01:00 UTC,+2469.45,+1024.4
2016-08-01 00:02:00 UTC,+2469.45,+1024.4
2016-08-01 00:03:00 UTC,+2469.45,+1024.4
2016-08-01 00:04:00 UTC,+2469.45,+1024.4
2016-08-01 00:05:00 UTC,+2463.05,+1022.56
2016-08-01 00:06:00 UTC,+2463.05,+1022.56
2016-08-01 00:07:00 UTC,+2463.05,+1022.56
2016-08-01 00:08:00 UTC,+2463.05,+1022.56
2016-08-01 00:09:00 UTC,+2463.05,+1022.56
2016-08-01 00:10:00 UTC,+2456.69,+1020.74
2016-08-01 00:11:00 UTC,+2456.69,+1020.74
2016-08-01 00:12:00 UTC,+2456.69,+1020.74
2016-08-01 00:13:00 UTC,+2456.69,+1020.74
2016-08-01 00:14:00 UTC,+2456.69,+1020.74
2016-08-01 00:15:00 UTC,+2450.37,+1018.92
2016-08-01 00:16:00 UTC,+2664.94,+1122.85
2016-08-01 00:17:00 UTC,+2664.94,+1122.85
2016-08-01 00:18:00 UTC,+2664.94,+1122.85
2016-08-01 00:19:00 UTC,+2664.94,+1122.85
2016-08-01 00:20:00 UTC,+2637.93,+1111.01
2016-08-01 00:21:00 UTC,+2637.93,+1111.01
2016-08-01 00:22:00 UTC,+2637.93,+1111.01
2016-08-01 00:23:00 UTC,+2637.93,+1111.01
2016-08-01 00:24:00 UTC,+2637.93,+1111.01
2016-08-01 00:25:00 UTC,+2630.48,+1108.63
2016-08-01 00:26:00 UTC,+2630.48,+1108.63
2016-08-01 00:27:00 UTC,+2630.48,+1108.63
2016-08-01 00:28:00 UTC,+2630.48,+1108.63
2016-08-01 00:29:00 UTC,+2630.48,+1108.63
2016-08-01 00:30:00 UTC,+2623.07,+1106.27
2016-08-01 00:31:00 UTC,+2623.07,+1106.27
2016-08-01 00:32:00 UTC,+2623.07,+1106.27
2016-08-01 00:33:00 UTC,+2623.07,+1106.27
2016-08-01 00:34:00 UTC,+2623.07,+1106.27
2016-08-01 00:35:00 UTC,+2615.7,+1103.92
2016-08-01 00:36:00 UTC,+5295.8,+2402.13
2016-08-01 00:37:00 UTC,+5295.8,+2402.13
2016-08-01 00:38:00 UTC,+5295.8,+2402.13
2016-08-01 00:39:00 UTC,+5295.8,+2402.13
2016-08-01 00:40:00 UTC,+9076.43,+4235.05
2016-08-01 00:41:00 UTC,+2513.85,+1055.8
2016-08-01 00:42:00 UTC,+2513.85,+1055.8
2016-08-01 00:43:00 UTC,+2513.85,+1055.8
2016-08-01 00:44:00 UTC,+2513.85,+1055.8
2016-08-01 00:45:00 UTC,+2413.22,+1008.26
2016-08-01 00:46:00 UTC,+2413.22,+1008.26
2016-08-01 00:47:00 UTC,+2413.22,+1008.26
2016-08-01 00:48:00 UTC,+2413.22,+1008.26
2016-08-01 00:49:00 UTC,+2413.22,+1008.26
2016-08-01 00:50:00 UTC,+2407.16,+1006.52
2016-08-01 00:51:00 UTC,+2407.16,+1006.52
2016-08-01 00:52:00 UTC,+2407.16,+1006.52
2016-08-01 00:53:00 UTC,+2407.16,+1006.52
2016-08-01 00:54:00 UTC,+2407.16,+1006.52
2016-08-01 00:55:00 UTC,+2401.13,+1004.79
2016-08-01 00:56:00 UTC,+2201.4,+927.652
2016-08-01 00:57:00 UTC,+2201.4,+927.652
2016-08-01 00:58:00 UTC,+2201.4,+927.652
2016-08-01 00:59:00 UTC,+2201.4,+927.652
2016-08-01 01:00:00 UTC,+2196.07,+926.095
2016-08-01 01:01:00 UTC,+2196.07,+926.095
2016-08-01 01:02:00 UTC,+2196.07,+926.095
2016-08-01 01:03:00 UTC,+2196.07,+926.095
2016-08-01 01:04:00 UTC,+2196.07,+926.095
2016-08-01 01:05:00 UTC,+2190.77,+924.548
2016-08-01 01:06:00 UTC,+2412.06,+1031.73
2016-08-01 01:07:00 UTC,+2412.06,+1031.73
2016-08-01 01:08:00 UTC,+2412.06,+1031.73
2016-08-01 01:09:00 UTC,+2412.06,+1031.73
2016-08-01 01:10:00 UTC,+2405.42,+1029.53
2016-08-01 01:11:00 UTC,+2387.09,+1020.65
2016-08-01 01:12:00 UTC,+2387.09,+1020.65
2016-08-01 01:13:00 UTC,+2387.09,+1020.65
2016-08-01 01:14:00 UTC,+2387.09,+1020.65
2016-08-01 01:15:00 UTC,+2380.61,+1018.52
2016-08-01 01:16:00 UTC,+2380.61,+1018.52
2016-08-01 01:17:00 UTC,+2380.61,+1018.52
2016-08-01 01:18:00 UTC,+2380.61,+1018.52
2016-08-01 01:19:00 UTC,+2380.61,+1018.52
2016-08-01 01:20:00 UTC,+2375.97,+1016.94
2016-08-01 01:21:00 UTC,+2375.97,+1016.94
2016-08-01 01:22:00 UTC,+2375.97,+1016.94
2016-08-01 01:23:00 UTC,+2375.97,+1016.94
2016-08-01 01:24:00 UTC,+2375.97,+1016.94
2016-08-01 01:25:00 UTC,+2375.97,+1016.94
