# file...... Results/T_all.csv
# date...... Sun Aug 22 19:57:52 2021
# user...... (null)
# host...... (null)
# group..... class=house
# property.. air_temperature
# limit..... 0
# interval.. 300
# timestamp,house_1,house_2,house_3,house_4,house_5,house_6
2016-07-31 12:00:00 UTC,+75.6574,+76.2982,+75.392,+75.6814,+75.8288,+75.7855
2016-07-31 12:05:00 UTC,+73.8905,+76.8108,+73.39,+73.9478,+74.0322,+73.9917
2016-07-31 12:10:00 UTC,+75.2772,+74.2971,+72.3863,+73.0915,+75.4351,+73.1091
2016-07-31 12:15:00 UTC,+73.5758,+81.8901,+74.2007,+72.5213,+73.7066,+72.5205
2016-07-31 12:20:00 UTC,+74.986,+76.6506,+72.4307,+72.0467,+75.1338,+72.0288
2016-07-31 12:25:00 UTC,+73.2944,+77.4741,+71.5103,+71.6062,+73.4156,+71.5715
2016-07-31 12:30:00 UTC,+74.7106,+75.047,+73.3589,+71.1796,+79.7296,+71.1286
2016-07-31 12:35:00 UTC,+73.0235,+82.6354,+71.6064,+70.7609,+75.5857,+70.6934
2016-07-31 12:40:00 UTC,+74.4441,+77.4118,+73.1813,+70.348,+76.2401,+70.2641
2016-07-31 12:45:00 UTC,+75.0187,+78.2372,+71.3405,+69.9401,+74.2721,+69.8402
2016-07-31 12:50:00 UTC,+73.0637,+75.8071,+72.8894,+69.537,+75.6236,+69.4212
2016-07-31 12:55:00 UTC,+74.4013,+77.454,+71.0426,+69.1388,+73.8806,+69.0074
2016-07-31 13:00:00 UTC,+74.9519,+75.2682,+72.5931,+68.7454,+75.3074,+68.5986
2016-07-31 13:05:00 UTC,+72.9914,+82.8854,+70.7495,+68.357,+73.5915,+68.1949
2016-07-31 13:10:00 UTC,+74.3308,+77.7081,+72.3051,+67.9734,+79.8596,+67.7963
2016-07-31 13:15:00 UTC,+72.6259,+75.7636,+70.466,+67.5949,+75.7466,+67.403
2016-07-31 13:20:00 UTC,+78.8002,+83.4193,+77.2095,+67.2216,+76.4182,+67.0149
2016-07-31 13:25:00 UTC,+74.766,+78.2773,+72.8353,+66.8531,+74.4587,+66.6321
2016-07-31 13:30:00 UTC,+73.1802,+76.3421,+71.0624,+66.4897,+75.8214,+66.2543
2016-07-31 13:35:00 UTC,+74.6443,+83.9753,+72.646,+66.131,+74.0853,+65.8817
2016-07-31 13:40:00 UTC,+72.9797,+78.8451,+70.8162,+65.7772,+80.3073,+65.5141
2016-07-31 13:45:00 UTC,+74.4225,+76.9123,+72.385,+65.4281,+76.2162,+65.1512
2016-07-31 13:50:00 UTC,+72.7537,+84.526,+70.5528,+65.0836,+74.607,+64.7933
2016-07-31 13:55:00 UTC,+78.9056,+79.4042,+77.2606,+64.7437,+76.0853,+64.4399
