# file...... Results/total_P_Out.csv
# date...... Sun Aug 22 19:57:52 2021
# user...... (null)
# host...... (null)
# group..... class=inverter
# property.. P_Out
# limit..... 100000
# interval.. 300
# timestamp,PV_inverter_1,Bat_inverter_1,PV_inverter_2,Bat_inverter_2,PV_inverter_3,Bat_inverter_3,PV_inverter_4,Bat_inverter_4,PV_inverter_5,Bat_inverter_5,PV_inverter_6,Bat_inverter_6
2016-07-31 12:00:00 UTC,+1170.52,+0,+1801.21,+0,+1870.61,+0,+1766.38,+0,+1553.49,+0,+1516.79,+0
2016-07-31 12:05:00 UTC,+1134.58,+0,+1745.89,+0,+1813.16,+0,+1712.13,+0,+1505.78,+0,+1470.21,+0
2016-07-31 12:10:00 UTC,+1133.27,+0,+1743.89,+0,+1811.08,+0,+1710.17,+0,+1504.05,+0,+1468.52,+0
2016-07-31 12:15:00 UTC,+1131.5,+0,+1741.17,+0,+1808.25,+0,+1707.5,+0,+1501.7,+0,+1466.23,+0
2016-07-31 12:20:00 UTC,+1129.27,+0,+1737.72,+0,+1804.68,+0,+1704.12,+0,+1498.73,+0,+1463.33,+0
2016-07-31 12:25:00 UTC,+1126.56,+0,+1733.55,+0,+1800.35,+0,+1700.04,+0,+1495.14,+0,+1459.82,+0
2016-07-31 12:30:00 UTC,+1123.37,+3900,+1728.65,+3900,+1795.26,+3900,+1695.23,+3900,+1490.91,+3900,+1455.69,+3900
2016-07-31 12:35:00 UTC,+1119.71,-0,+1723.01,-0,+1789.4,-0,+1689.69,-0,+1486.04,-0,+1450.94,-0
2016-07-31 12:40:00 UTC,+1115.55,+3900,+1716.62,+3900,+1782.76,+3900,+1683.43,+3900,+1480.53,+3900,+1445.56,+3900
2016-07-31 12:45:00 UTC,+1110.91,+3900,+1709.48,+3900,+1775.34,+3900,+1676.42,+3900,+1474.37,+3900,+1439.54,+3900
2016-07-31 12:50:00 UTC,+1105.78,+3900,+1701.58,+3900,+1767.14,+3900,+1668.68,+3900,+1467.56,+3900,+1432.89,+3900
2016-07-31 12:55:00 UTC,+1100.15,+3900,+1692.91,+3900,+1758.14,+3900,+1660.18,+3900,+1460.08,+3900,+1425.59,+3900
2016-07-31 13:00:00 UTC,+0,-3900,+0,-3900,+0,-3900,+0,-3900,+0,-3900,+0,-3900
2016-07-31 13:05:00 UTC,+0,-3900,+0,-3900,+0,-3900,+0,-3900,+0,-3900,+0,-3900
2016-07-31 13:10:00 UTC,+0,-3900,+0,-3900,+0,-3900,+0,-3900,+0,-3900,+0,-3900
2016-07-31 13:15:00 UTC,+0,-3900,+0,-3900,+0,-3900,+0,-3900,+0,-3900,+0,-3900
2016-07-31 13:20:00 UTC,+0,-1873.8,+0,-1873.8,+0,-1873.8,+0,-1873.8,+0,-1873.8,+0,-1873.8
2016-07-31 13:25:00 UTC,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0
2016-07-31 13:30:00 UTC,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0
2016-07-31 13:35:00 UTC,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0
2016-07-31 13:40:00 UTC,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0
2016-07-31 13:45:00 UTC,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0
2016-07-31 13:50:00 UTC,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0
2016-07-31 13:55:00 UTC,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0,+0,-0
