# file...... Results/hvac_load_all.csv
# date...... Sun Aug 22 19:57:52 2021
# user...... (null)
# host...... (null)
# group..... class=house
# property.. hvac_load
# limit..... 0
# interval.. 300
# timestamp,house_1,house_2,house_3,house_4,house_5,house_6
2016-07-31 12:00:00 UTC,+2.31762,+0,+2.74031,+2.31756,+2.31757,+2.31757
2016-07-31 12:05:00 UTC,+0,+2.31637,+2.7388,+2.3163,+0,+2.31631
2016-07-31 12:10:00 UTC,+2.31508,+4.72091,+0,+2.31502,+2.31509,+2.31509
2016-07-31 12:15:00 UTC,+0,+2.31367,+2.7358,+2.3138,+0,+2.31372
2016-07-31 12:20:00 UTC,+2.31245,+0,+2.73411,+2.31239,+2.31246,+2.31246
2016-07-31 12:25:00 UTC,+0,+2.31111,+0,+2.31104,+4.71163,+2.31105
2016-07-31 12:30:00 UTC,+2.30973,+4.70858,+2.73092,+2.30973,+2.30961,+2.30961
2016-07-31 12:35:00 UTC,+0,+2.30827,+0,+2.30833,+0,+2.30833
2016-07-31 12:40:00 UTC,+0,+0,+2.72752,+2.3069,+2.30689,+2.30689
2016-07-31 12:45:00 UTC,+2.30556,+2.30556,+0,+2.30543,+0,+2.30545
2016-07-31 12:50:00 UTC,+0,+0,+2.72408,+2.30403,+2.30402,+2.30402
2016-07-31 12:55:00 UTC,+0,+2.30259,+0,+2.30246,+0,+2.30247
2016-07-31 13:00:00 UTC,+2.301,+4.68851,+2.72044,+2.301,+2.301,+2.301
2016-07-31 13:05:00 UTC,+0,+2.29831,+0,+2.29837,+4.68253,+2.29837
2016-07-31 13:10:00 UTC,+2.29611,+2.29611,+2.71457,+2.29611,+2.29599,+2.29599
2016-07-31 13:15:00 UTC,+4.67224,+4.67224,+5.56594,+2.29387,+0,+2.29388
2016-07-31 13:20:00 UTC,+2.29171,+2.29171,+2.70938,+2.29178,+2.2919,+2.2919
2016-07-31 13:25:00 UTC,+2.28996,+2.28996,+2.70719,+2.28996,+0,+2.28997
2016-07-31 13:30:00 UTC,+0,+4.65933,+0,+2.28822,+2.28828,+2.28828
2016-07-31 13:35:00 UTC,+2.2866,+2.2866,+2.70323,+2.28666,+4.65564,+2.2866
2016-07-31 13:40:00 UTC,+0,+2.28512,+0,+2.28511,+2.28506,+2.28506
2016-07-31 13:45:00 UTC,+2.28383,+4.64932,+2.69983,+2.28382,+2.28377,+2.28377
2016-07-31 13:50:00 UTC,+4.64636,+2.28251,+5.53501,+2.28257,+0,+2.28257
2016-07-31 13:55:00 UTC,+2.28144,+2.28144,+2.69697,+0,+2.28157,+2.28157
