# file...... Benchmarking/ZIP_load.csv
# date...... Sun Aug 22 19:59:47 2021
# user...... (null)
# host...... (null)
# group..... class=ZIPload
# property.. base_power
# limit..... 0
# interval.. 300
# timestamp,zip_GLD_1,zip_GLD_2,zip_GLD_3,zip_GLD_4,zip_GLD_5,zip_GLD_6
2016-07-31 15:05:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 15:10:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 15:15:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 15:20:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 15:25:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 15:30:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 15:35:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 15:40:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 15:45:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 15:50:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 15:55:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 16:00:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 16:05:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 16:10:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 16:15:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 16:20:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 16:25:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 16:30:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 16:35:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 16:40:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 16:45:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 16:50:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 16:55:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 17:00:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 17:05:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 17:10:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 17:15:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 17:20:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 17:25:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 17:30:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 17:35:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 17:40:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 17:45:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 17:50:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 17:55:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 18:00:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 18:05:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 18:10:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 18:15:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 18:20:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 18:25:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 18:30:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 18:35:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 18:40:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 18:45:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 18:50:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 18:55:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 19:00:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 19:05:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 19:10:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 19:15:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 19:20:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 19:25:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 19:30:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 19:35:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 19:40:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 19:45:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 19:50:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 19:55:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 20:00:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 20:05:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 20:10:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 20:15:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 20:20:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 20:25:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 20:30:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 20:35:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 20:40:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 20:45:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 20:50:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 20:55:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 21:00:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 21:05:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 21:10:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 21:15:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 21:20:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 21:25:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 21:30:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 21:35:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 21:40:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 21:45:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 21:50:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 21:55:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 22:00:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 22:05:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 22:10:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 22:15:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 22:20:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 22:25:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 22:30:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 22:35:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 22:40:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 22:45:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 22:50:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 22:55:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 23:00:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 23:05:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 23:10:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 23:15:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 23:20:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 23:25:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 23:30:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 23:35:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 23:40:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 23:45:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 23:50:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-07-31 23:55:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-08-01 00:00:00 UTC,+0.01,+0.01,+0,+0,+0,+0
2016-08-01 00:05:00 UTC,+0.01,+0.01,+0,+0,+0,+0
