# file...... Benchmarking/total_load_all.csv
# date...... Sun Aug 22 19:59:47 2021
# user...... (null)
# host...... (null)
# group..... class=house
# property.. total_load
# limit..... 0
# interval.. 300
# timestamp,house_1,house_2,house_3,house_4,house_5,house_6
2016-07-31 12:00:00 UTC,+0.0111111,+0.0111111,+0,+0,+0,+0
2016-07-31 12:05:00 UTC,+0.0111111,+0.0111111,+0,+0,+0,+0
2016-07-31 12:10:00 UTC,+0.0111111,+2.41657,+0,+0,+0,+0
2016-07-31 12:15:00 UTC,+0.0111111,+0.0111111,+0,+0,+0,+0
2016-07-31 12:20:00 UTC,+0.0111111,+0.0111111,+0,+0,+0,+0
2016-07-31 12:25:00 UTC,+0.0111111,+2.41243,+0,+0,+2.40242,+2.40242
2016-07-31 12:30:00 UTC,+2.41099,+0.0111111,+0,+2.40099,+0,+0
2016-07-31 12:35:00 UTC,+0.0111111,+0.0111111,+0,+0,+0,+0
2016-07-31 12:40:00 UTC,+0.0111111,+2.40805,+2.83529,+0,+0,+0
2016-07-31 12:45:00 UTC,+0.0111111,+0.0111111,+0,+0,+2.39654,+2.39654
2016-07-31 12:50:00 UTC,+2.40501,+0.0111111,+0,+2.39501,+0,+0
2016-07-31 12:55:00 UTC,+0.0111111,+2.40345,+0,+0,+0,+0
2016-07-31 13:00:00 UTC,+0.0111111,+0.0111111,+2.82786,+0,+2.39186,+0
2016-07-31 13:05:00 UTC,+0.0111111,+0.0111111,+0,+0,+0,+2.38932
2016-07-31 13:10:00 UTC,+2.39692,+2.39692,+0,+2.38691,+0,+0
2016-07-31 13:15:00 UTC,+0.0111111,+0.0111111,+2.81921,+0,+0,+0
2016-07-31 13:20:00 UTC,+0.0111111,+0.0111111,+0,+0,+2.38253,+2.38253
2016-07-31 13:25:00 UTC,+2.39055,+2.39055,+0,+2.38055,+0,+0
2016-07-31 13:30:00 UTC,+0.0111111,+0.0111111,+0,+0,+0,+0
2016-07-31 13:35:00 UTC,+0.0111111,+0.0111111,+2.81006,+0,+0,+0
2016-07-31 13:40:00 UTC,+0.0111111,+2.38549,+0,+0,+2.37548,+2.37548
2016-07-31 13:45:00 UTC,+2.38409,+0.0111111,+0,+2.37408,+0,+0
2016-07-31 13:50:00 UTC,+0.0111111,+0.0111111,+2.80503,+0,+0,+0
2016-07-31 13:55:00 UTC,+0.0111111,+2.38173,+0,+0,+2.37173,+2.37173
2016-07-31 14:00:00 UTC,+2.38077,+0.0111111,+0,+2.37077,+0,+0
2016-07-31 14:05:00 UTC,+0.0111111,+0.0111111,+0,+0,+0,+0
2016-07-31 14:10:00 UTC,+0.0111111,+2.38077,+2.80255,+0,+2.37077,+0
2016-07-31 14:15:00 UTC,+0.0111111,+0.0111111,+0,+0,+0,+2.37077
2016-07-31 14:20:00 UTC,+2.38077,+0.0111111,+0,+2.37077,+0,+0
2016-07-31 14:25:00 UTC,+0.0111111,+0.0111111,+2.80255,+0,+0,+0
2016-07-31 14:30:00 UTC,+0.0111111,+0.0111111,+0,+0,+2.37077,+2.37077
2016-07-31 14:35:00 UTC,+2.38077,+2.38077,+0,+2.37077,+0,+0
2016-07-31 14:40:00 UTC,+0.0111111,+0.0111111,+2.80255,+0,+0,+0
2016-07-31 14:45:00 UTC,+0.0111111,+0.0111111,+0,+0,+2.37077,+2.37077
2016-07-31 14:50:00 UTC,+2.38077,+2.38077,+0,+0,+0,+0
2016-07-31 14:55:00 UTC,+0.0111111,+0.0111111,+0,+2.37077,+0,+0
2016-07-31 15:00:00 UTC,+0.0111111,+0.0111111,+0,+0,+2.37077,+0
