# file...... Benchmarking/total_P_Out.csv
# date...... Sun Aug 22 19:59:47 2021
# user...... (null)
# host...... (null)
# group..... class=inverter
# property.. P_Out
# limit..... 100000
# interval.. 300
# timestamp,PV_inverter_1,Bat_inverter_1,PV_inverter_2,Bat_inverter_2,PV_inverter_3,Bat_inverter_3,PV_inverter_4,Bat_inverter_4,PV_inverter_5,Bat_inverter_5,PV_inverter_6,Bat_inverter_6
2016-07-31 22:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 22:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 22:45:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 22:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 22:55:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 23:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 23:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 23:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 23:15:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 23:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 23:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 23:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 23:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 23:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 23:45:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 23:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-07-31 23:55:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-08-01 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2016-08-01 00:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
